Camara,Cargo,División,Fin,Inicio,Nombre,Partido,Periodos Poder Legislativo,Apellido_Pat,Apellido_Mat,Nombre_1,Nombre_2,Nombre_3,Nombre_4,Nombre_Naim
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Francisco Prado Aldunate,,1833-1891,Prado,Aldunate,Francisco,,,,Francisco Prado Aldunate
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Eduardo Matte Pérez,,1833-1891,Matte,Pérez,Eduardo,,,,Eduardo Matte Perez
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,José Antonio Gandarillas Luco,,1833-1891,Gandarillas,Luco,José,Antonio,,,Jose Antonio Gandarillas Luco
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,José Cirilo Clemente Fabres Fernández de Leiva,Partido Conservador,1833-1891,Fabres,Fernández de Leiva,José,Cirilo,Clemente,,Jose Cirilo Clemente Fabres Fernandez de Leiva
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Enrique Tocornal Grez,Partido Conservador,1833-1891,Tocornal,Grez,Enrique,,,,Enrique Tocornal Grez
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Zorobabel Rodríguez Benavides,Partido Conservador,1833-1891,Rodríguez,Benavides,Zorobabel,,,,Zorobabel Rodriguez Benavides
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Carlos Walker Martínez,Partido Conservador,1833-1891,Walker,Martínez,Carlos,,,,Carlos Walker Martinez
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Angel Custodio Vicuña Vicuña,Partido Conservador,1833-1891,Vicuña,Vicuña,Angel,Custodio,,,Angel Custodio Vicuña Vicuña
Diputados,Diputado Propietario,Santiago,1882-05-31,1879-06-01,Luis Urzúa Vergara,,1833-1891,Urzúa,Vergara,Luis,,,,Luis Urzua Vergara
Diputados,Diputado Suplente,Santiago,1882-05-31,1879-06-01,Ramón Eufrasio Santelices Cuevas,Partido Conservador,1833-1891,Santelices,Cuevas,Ramón,,,,Ramon Eufrasio Santelices Cuevas
Diputados,Diputado Propietario,La Victoria,1882-05-31,1879-06-01,Rafael Echeverría Valdés,,1833-1891,Echeverría,Valdés,Rafael,,,,Rafael Echeverria Valdes
Diputados,Diputado Propietario,La Victoria,1882-05-31,1879-06-01,Joaquín Rodríguez Rozas,,1833-1891,Rodríguez,Rozas,Joaquín,,,,Joaquin Rodriguez Rozas
Diputados,Diputado Suplente,La Victoria,1882-05-31,1879-06-01,Ismael Tocornal Tocornal,Partido Radical,1833-1891,Tocornal,Tocornal,Ismael,,,,Ismael Tocornal Tocornal
Diputados,Diputado Propietario,Rancagua,1882-05-31,1879-06-01,Marcial Demetrio Lastarria Villarreal,Partido Conservador,1833-1891,Lastarria,Villareal,Marcial,Demetrio,,,Marcial Demetrio Lastarria Villarreal
Diputados,Diputado Propietario,Rancagua,1882-05-31,1879-06-01,Ventura Blanco Viel,,1833-1891,Blanco,Viel,Ventura,,,,Ventura Blanco Viel
Diputados,Diputado Propietario,Rancagua,1882-05-31,1879-06-01,Juan de Dios Vial Guzmán,Partido Liberal,1833-1891,Vial,Guzmán,Juan,de Dios,,,Juan de Dios Vial Guzman
Diputados,Diputado Propietario,Rancagua,1882-05-31,1879-06-01,Ladislao Larraín Gandarillas,,1833-1891,Larraín,Gandarillas,Ladislao,,,,Ladislao Larrain Gandarillas
Diputados,Diputado Propietario,Rancagua,1882-05-31,1879-06-01,José Miguel Irarrázaval Larraín,Partido Conservador,1833-1891,Irarrázaval,Larraín,José,Miguel,,,Jose Miguel Irarrazaval Larrain
Diputados,Diputado Suplente,Rancagua,1882-05-31,1879-06-01,Joaquín Walker Martinez,Partido Conservador,1833-1891,Walker,Martinez,Joaquín,,,,Joaquin Walker Martinez
Diputados,Diputado Propietario,Melipilla,1882-05-31,1879-06-01,Zócimo Errázuriz Valdivieso,,1833-1891,Errázuriz,Valdivieso,Zócimo,,,,Zocimo Errazuriz Valdivieso
Diputados,Diputado Propietario,Melipilla,1882-05-31,1879-06-01,Lauro Rafael Barros Valdés,Partido Conservador,1833-1891,Barros,Valdés,Lauro,Rafael,,,Lauro Rafael Barros Valdes
